Name,Class,Variant,Role,PV,Type,Size,Move,Short,ShortMin,Medium,MediumMin,Long,LongMin,Extreme,ExtremeMin,Threshold,Overheat,Armor,Structure,Specials,ImageURL,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Grendel (Mongrel) B,Grendel (Mongrel),B,Striker,45,BM,2,"14""j",4,False,4,False,1,False,0,False,0,0,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Burrock, Clan Cloud Cobra, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Smoke Jaguar, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) C,Grendel (Mongrel),C,Striker,36,BM,2,"14""j",2,False,2,False,1,False,0,False,0,0,5,2,"AMS,CASE,FLK1/1/1,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Burrock, Clan Cloud Cobra, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Smoke Jaguar, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) D,Grendel (Mongrel),D,Striker,43,BM,2,"14""j",3,False,3,False,2,False,0,False,0,2,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Burrock, Clan Cloud Cobra, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Smoke Jaguar, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) E,Grendel (Mongrel),E,Striker,46,BM,2,"14""j",5,False,4,False,1,False,0,False,0,0,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Cloud Cobra, Clan Fire Mandrill, Clan Star Adder, Clan Steel Viper","Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) F,Grendel (Mongrel),F,Striker,34,BM,2,"14""j",2,False,1,False,1,False,0,False,0,0,5,2,"CASE,HT2/2/2,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) G,Grendel (Mongrel),G,Scout,47,BM,2,"18""/14""j",4,False,3,False,0,False,0,False,0,1,5,2,"ECM,ENE,LPRB,OMNI,RCN,WAT",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) H,Grendel (Mongrel),H,Striker,45,BM,2,"14""j",4,False,4,False,0,False,0,False,0,1,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) I,Grendel (Mongrel),I,Striker,39,BM,2,"14""j",3,False,3,False,0,False,0,False,0,0,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) J,Grendel (Mongrel),J,Striker,46,BM,2,"14""j",5,False,4,False,0,False,0,False,0,1,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) M,Grendel (Mongrel),M,Striker,36,BM,2,"14""j",2,False,2,False,2,False,0,False,0,0,5,2,"CASEII,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) Prime,Grendel (Mongrel),Prime,Striker,46,BM,2,"14""j",4,False,4,False,1,False,0,False,0,1,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Burrock, Clan Cloud Cobra, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Smoke Jaguar, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper","Clan Burrock, Clan Cloud Cobra, Clan Coyote, Clan Diamond Shark, Clan Fire Mandrill, Clan Hell's Horses, Clan Jade Falcon, Clan Snow Raven, Clan Star Adder, Clan Steel Viper, Clan Stone Lion","Clan Diamond Shark, Clan Hell's Horses, Clan Jade Falcon, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Grendel (Mongrel) T,Grendel (Mongrel),T,Striker,44,BM,2,"14""j",4,False,3,False,2,False,0,False,0,2,5,2,"CASE,OMNI",https://i.ibb.co/Trxv4hp/grendel-mongrel-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Jade Falcon, Clan Sea Fox, Kell Hounds, Mercenary, Raven Alliance, Wolf's Dragoons","Alyina Mercantile League, Clan Hell's Horses, Clan Jade Falcon, Clan Protectorate, Clan Sea Fox, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf's Dragoons"
Hammerhead  ,Hammerhead, ,Skirmisher,38,BM,2,"10""",3,False,3,False,2,False,0,False,0,0,8,2,"CASE,CR",https://i.ibb.co/PG2nyST/hammerhead-rg.png,,,,,,,,,,,
Hatchetman HCT-3F,Hatchetman,HCT-3F,Brawler,20,BM,2,"8""j",2,False,2,False,0,False,0,False,0,0,3,4,"AC1/1/-,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth","Draconis Combine, Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, Taurian Concordat, Wolf's Dragoons","Draconis Combine, Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Periphery General, Wolf's Dragoons","Draconis Combine, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Periphery General, Wolf's Dragoons","Lyran Commonwealth, Mercenary, Periphery General",Periphery General,Pirates,Extinct
Hatchetman HCT-3F (Austin),Hatchetman,HCT-3F (Austin),Brawler,24,BM,2,"8""j",3,False,3,False,1,False,0,False,0,0,3,4,"FLK1/1/1,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,"Federated Suns, Unique","Federated Commonwealth, Federated Suns, Unique",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Hatchetman HCT-5D,Hatchetman,HCT-5D,Brawler,25,BM,2,"8""j",3,False,3,False,2,False,0,False,0,0,4,2,MEL,https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Mercenary","Calderon Protectorate, Federated Suns, Mercenary, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Calderon Protectorate, Filtvelt Coalition, Mercenary, Republic of the Sphere","Calderon Protectorate, Clan Protectorate, Filtvelt Coalition, Mercenary"
Hatchetman HCT-5DD,Hatchetman,HCT-5DD,Skirmisher,27,BM,2,"10""j",2,False,2,False,1,False,0,False,0,0,5,2,MEL,https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Mercenary","Calderon Protectorate, Federated Suns, Mercenary, Republic of the Sphere","Calderon Protectorate, Federated Suns, Mercenary, Republic of the Sphere","Calderon Protectorate, Mercenary, Republic of the Sphere","Calderon Protectorate, Mercenary"
Hatchetman HCT-5DT,Hatchetman,HCT-5DT,Brawler,30,BM,2,"8""j",3,False,3,False,0,False,0,False,0,2,5,2,"ECM,ENE,MEL,TSM",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns
Hatchetman HCT-5K,Hatchetman,HCT-5K,Brawler,31,BM,2,"8""j",4,False,4,False,0,False,0,False,0,0,5,2,"C3S,CASE,MEL,MHQ1",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Word of Blake",Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine
Hatchetman HCT-5S,Hatchetman,HCT-5S,Brawler,24,BM,2,"8""j",2,False,2,False,1,False,0,False,0,1,5,2,"CASE,FLK1/1/1,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, St. Ives Compact, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Mercenary, St. Ives Compact, Wolf's Dragoons","Clan Wolf (in Exile), Federated Suns, Filtvelt Coalition, Free Rasalhague Republic, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Clan Wolf (in Exile), Federated Suns, Lyran Commonwealth, Mercenary, Periphery General","Clan Wolf (in Exile), Mercenary, Periphery General",Periphery General,Periphery General
Hatchetman HCT-5S (Austin),Hatchetman,HCT-5S (Austin),Brawler,26,BM,2,"8""j",3,False,3,False,1,False,0,False,0,0,5,2,"CASE,FLK1/1/1,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Unique","Federated Commonwealth, Federated Suns, Unique","Federated Suns, Unique",Extinct,Extinct,Extinct,Extinct
Hatchetman HCT-6D,Hatchetman,HCT-6D,Skirmisher,32,BM,2,"10""j",3,False,3,False,0,False,0,False,0,0,5,2,"ECM,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Federated Suns, Mercenary"
Hatchetman HCT-6M,Hatchetman,HCT-6M,Brawler,31,BM,2,"8""j",3,False,3,False,2,False,0,False,0,1,5,2,"ENE,MEL,PRB,RCN",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Mercenary, Republic of the Sphere","Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Mercenary, Republic of the Sphere","Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Mercenary, Republic of the Sphere","Free Worlds League, Mercenary"
Hatchetman HCT-6S,Hatchetman,HCT-6S,Brawler,26,BM,2,"8""j",3,False,3,False,1,False,0,False,0,0,5,2,"CASE,FLK1/1/1,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Lyran Alliance, Mercenary","Lyran Alliance, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary"
Hatchetman HCT-7D,Hatchetman,HCT-7D,Skirmisher,34,BM,2,"10""",3,False,3,False,0,False,0,False,0,0,5,4,"ARM,ECM,ENE,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary"
Hatchetman HCT-7R,Hatchetman,HCT-7R,Brawler,34,BM,2,"10""j",4,False,4,False,0,False,0,False,0,0,5,2,"ENE,MEL",https://i.ibb.co/NmJXGc7/hatchetman-xtro.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,"Draconis Combine, Republic of the Sphere","Draconis Combine, Mercenary"
Hatchetman HCT-7S,Hatchetman,HCT-7S,Skirmisher,30,BM,2,"10""j",2,False,2,False,1,False,0,False,0,0,5,2,"CASE,ECM,IF1,MEL",https://i.ibb.co/JdmjKsm/hatchetman-xtr.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary, Republic of the Sphere, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary, Republic of the Sphere, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary, Republic of the Sphere, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary, Tamar Pact, Vesper Marches"
Hatchetman HCT-8S,Hatchetman,HCT-8S,Striker,31,BM,2,"10""j",3,False,3,False,1,False,0,False,0,0,5,2,"CASE,FLK1/1/1,MEL",https://i.ibb.co/sKrQj5m/hatchetman-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact, Vesper Marches, Wolf's Dragoons"
Hellspawn HSN-10G,Hellspawn,HSN-10G,Missile Boat,31,BM,2,"12""/10""j",3,False,3,False,2,False,0,False,0,1,4,2,IF1,https://i.ibb.co/sv63sdV/hellspawn-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth"
Hellspawn HSN-10SR,Hellspawn,HSN-10SR,Striker,39,BM,2,"12""/16""j",2,False,2,False,1,False,0,False,0,0,5,2,"ECM,ENE,JMPS1,PRB,RCN,TAG",https://i.ibb.co/sv63sdV/hellspawn-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Hellspawn HSN-7D,Hellspawn,HSN-7D,Missile Boat,31,BM,2,"12""j",3,False,3,False,2,False,0,False,0,1,3,2,"ECM,IF1,LRM1/1/1",https://i.ibb.co/sv63sdV/hellspawn-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary","Federated Suns, Mercenary"
Hellspawn HSN-7D2 (Halperin),Hellspawn,HSN-7D2 (Halperin),Striker,33,BM,2,"12""j",3,False,3,False,0,False,0,False,0,0,5,2,"AECM,REAR1/1/-",https://i.ibb.co/JW1Brfj/hellspawn-xtr.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Pirates, Unique","Pirates, Unique",Extinct,Extinct,Extinct
Hellspawn HSN-8E,Hellspawn,HSN-8E,Missile Boat,31,BM,2,"12""j",3,False,3,False,2,False,0,False,0,1,3,2,"ECM,IF1",https://i.ibb.co/sv63sdV/hellspawn-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Hellspawn HSN-9F,Hellspawn,HSN-9F,Striker,29,BM,2,"12""j",4,False,4,False,0,False,0,False,0,0,3,2,,https://i.ibb.co/sv63sdV/hellspawn-3067.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Hierofalcon A,Hierofalcon,A,Striker,43,BM,2,"12""/20""j",3,False,3,False,2,False,0,False,0,1,5,2,"CASE,JMPS2,OMNI",https://i.ibb.co/xzSh9m2/hierofalcon-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Alyina Mercantile League, Mercenary, Star League (Clan Jade Falcon), Wolf's Dragoons"
Hierofalcon B,Hierofalcon,B,Striker,47,BM,2,"12""/16""j",5,False,5,False,0,False,0,False,0,2,5,2,"CASEII,JMPS1,OMNI,SRM3/3",https://i.ibb.co/xzSh9m2/hierofalcon-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Alyina Mercantile League, Mercenary, Star League (Clan Jade Falcon), Wolf's Dragoons"
Hierofalcon C,Hierofalcon,C,Sniper,40,BM,2,"12""/16""j",3,False,3,False,3,False,0,False,0,0,5,2,"CASE,JMPS1,OMNI",https://i.ibb.co/xzSh9m2/hierofalcon-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Alyina Mercantile League, Mercenary, Star League (Clan Jade Falcon), Wolf's Dragoons"
Hierofalcon D,Hierofalcon,D,Striker,50,BM,2,"16""",5,False,5,False,1,False,0,False,0,0,5,2,"CASEII,OMNI",https://i.ibb.co/xzSh9m2/hierofalcon-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Alyina Mercantile League, Mercenary, Star League (Clan Jade Falcon), Wolf's Dragoons"
Hierofalcon Prime,Hierofalcon,Prime,Striker,46,BM,2,"12""/16""j",4,False,4,False,2,False,0,False,0,0,5,2,"CASE,ECM,FLK1/1/1,JMPS1,OMNI,TAG",https://i.ibb.co/xzSh9m2/hierofalcon-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Alyina Mercantile League, Mercenary, Star League (Clan Jade Falcon), Wolf's Dragoons"
Hollander II BZK-F5,Hollander II,BZK-F5,Sniper,31,BM,2,"10""",3,False,3,False,2,False,0,False,0,0,4,4,,https://i.ibb.co/fD8dwsZ/hollander-3055u.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary, Tamar Pact"
